=== SIGNAL-ONLY TRACE: ACCUMULATION ===

============================================================================================================================================
 ACCOUNT: Islam
============================================================================================================================================
Gap #001 | CurLen: 146 | Prev1:  82 | Prev2:   0 | Bets: 53 | Result: LATE HIT
    T+69 | SEQ: 64784 | POS:131 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+70 | SEQ: 64785 | POS:132 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+71 | SEQ: 64786 | POS:133 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+72 | SEQ: 64787 | POS:134 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+73 | SEQ: 64788 | POS:135 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+74 | SEQ: 64789 | POS:136 | [   WAITING  ] | [attack  |steal   |goldSack] <--- *SUB-DUP*
    T+75 | SEQ: 64790 | POS:137 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+76 | SEQ: 64791 | POS:138 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+77 | SEQ: 64792 | POS:139 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+78 | SEQ: 64793 | POS:140 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+79 | SEQ: 64794 | POS:141 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+80 | SEQ: 64795 | POS:142 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+81 | SEQ: 64796 | POS:143 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+82 | SEQ: 64797 | POS:144 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+83 | SEQ: 64798 | POS:145 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+84 | SEQ: 64799 | POS:146 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+85 | SEQ: 64800 | POS:147 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+86 | SEQ: 64801 | POS:148 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+87 | SEQ: 64802 | POS:149 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+88 | SEQ: 64803 | POS:150 | [   WAITING  ] | [attack  |steal   |goldSack] <--- *SUB-DUP*
    T+89 | SEQ: 64804 | POS:151 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+90 | SEQ: 64805 | POS:152 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+91 | SEQ: 64806 | POS:153 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+92 | SEQ: 64807 | POS:154 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+93 | SEQ: 64808 | POS:155 | [   WAITING  ] | [attack  |steal   |goldSack] <--- *SUB-DUP*
    T+94 | SEQ: 64809 | POS:156 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+95 | SEQ: 64810 | POS:157 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+96 | SEQ: 64811 | POS:158 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+97 | SEQ: 64812 | POS:159 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+98 | SEQ: 64813 | POS:160 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T+99 | SEQ: 64814 | POS:161 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+100 | SEQ: 64815 | POS:162 | [DEEP_PITY   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+101 | SEQ: 64816 | POS:163 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
    T+102 | SEQ: 64817 | POS:164 | [DEEP_PITY   ] | [accumula|accumula|coin    ]
    T+103 | SEQ: 64818 | POS:165 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+104 | SEQ: 64819 | POS:166 | [V5_SHIELD_L ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #032 | CurLen:  29 | Prev1: 166 | Prev2: 116 | Bets: 0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 64838 | POS: 19 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-04 | SEQ: 64839 | POS: 20 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-03 | SEQ: 64840 | POS: 21 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-02 | SEQ: 64841 | POS: 22 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-01 | SEQ: 64842 | POS: 23 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 64843 | POS: 24 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 64844 | POS: 25 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 64845 | POS: 26 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+03 | SEQ: 64846 | POS: 27 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+04 | SEQ: 64847 | POS: 28 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+05 | SEQ: 64848 | POS: 29 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #033 | CurLen: 145 | Prev1:  29 | Prev2: 166 | Bets: 8 | Result: MISSED (NAT DUP)
    T-06 | SEQ: 64969 | POS:121 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-05 | SEQ: 64970 | POS:122 | [   WAITING  ] | [accumula|accumula|goldSack]
    T-04 | SEQ: 64971 | POS:123 | [   WAITING  ] | [steal   |steal   |steal   ]
    T-03 | SEQ: 64972 | POS:124 | [R01_COMBO   ] | [accumula|accumula|goldSack]
    T-02 | SEQ: 64973 | POS:125 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-01 | SEQ: 64974 | POS:126 | [R01_COMBO   ] | [attack  |coin    |coin    ]
    T+00 | SEQ: 64975 | POS:127 | [R01_COMBO   ] | [attack  |coin    |coin    ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 64976 | POS:128 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+02 | SEQ: 64977 | POS:129 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+03 | SEQ: 64978 | POS:130 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T+04 | SEQ: 64979 | POS:131 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+05 | SEQ: 64980 | POS:132 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+06 | SEQ: 64981 | POS:133 | [   WAITING  ] | [attack  |shield  |goldSack]
    T+07 | SEQ: 64982 | POS:134 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+08 | SEQ: 64983 | POS:135 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+09 | SEQ: 64984 | POS:136 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+10 | SEQ: 64985 | POS:137 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+11 | SEQ: 64986 | POS:138 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+12 | SEQ: 64987 | POS:139 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+13 | SEQ: 64988 | POS:140 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+14 | SEQ: 64989 | POS:141 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+15 | SEQ: 64990 | POS:142 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+16 | SEQ: 64991 | POS:143 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+17 | SEQ: 64992 | POS:144 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+18 | SEQ: 64993 | POS:145 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #034 | CurLen: 121 | Prev1: 145 | Prev2:  29 | Bets: 37 | Result: MISSED (NAT DUP)
    T-48 | SEQ: 65050 | POS: 57 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-47 | SEQ: 65051 | POS: 58 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-46 | SEQ: 65052 | POS: 59 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-45 | SEQ: 65053 | POS: 60 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T-44 | SEQ: 65054 | POS: 61 | [V5_EARLY_S  ] | [coin    |shield  |shield  ]
    T-43 | SEQ: 65055 | POS: 62 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-42 | SEQ: 65056 | POS: 63 | [V5_EARLY_S  ] | [attack  |spins   |goldSack]
    T-41 | SEQ: 65057 | POS: 64 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T-40 | SEQ: 65058 | POS: 65 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T-39 | SEQ: 65059 | POS: 66 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-38 | SEQ: 65060 | POS: 67 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-37 | SEQ: 65061 | POS: 68 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-36 | SEQ: 65062 | POS: 69 | [V5_EARLY_S  ] | [attack  |spins   |goldSack]
    T-35 | SEQ: 65063 | POS: 70 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T-34 | SEQ: 65064 | POS: 71 | [V5_EARLY_S  ] | [attack  |spins   |goldSack]
    T-33 | SEQ: 65065 | POS: 72 | [V5_EARLY_S  ] | [coin    |coin    |steal   ]
    T-32 | SEQ: 65066 | POS: 73 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T-31 | SEQ: 65067 | POS: 74 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-30 | SEQ: 65068 | POS: 75 | [V5_EARLY_S  ] | [attack  |coin    |steal   ]
    T-29 | SEQ: 65069 | POS: 76 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T-28 | SEQ: 65070 | POS: 77 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-27 | SEQ: 65071 | POS: 78 | [V5_EARLY_S  ] | [shield  |shield  |shield  ]
    T-26 | SEQ: 65072 | POS: 79 | [V5_EARLY_S  ] | [coin    |coin    |steal   ]
    T-25 | SEQ: 65073 | POS: 80 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-24 | SEQ: 65074 | POS: 81 | [V5_EARLY_S  ] | [coin    |steal   |steal   ]
    T-23 | SEQ: 65075 | POS: 82 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-22 | SEQ: 65076 | POS: 83 | [V5_EARLY_S  ] | [steal   |steal   |steal   ]
    T-21 | SEQ: 65077 | POS: 84 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T-20 | SEQ: 65078 | POS: 85 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-19 | SEQ: 65079 | POS: 86 | [V5_EARLY_S  ] | [attack  |spins   |goldSack]
    T-18 | SEQ: 65080 | POS: 87 | [V5_EARLY_S  ] | [shield  |shield  |shield  ]
    T-17 | SEQ: 65081 | POS: 88 | [V5_EARLY_S  ] | [attack  |coin    |shield  ]
    T-16 | SEQ: 65082 | POS: 89 | [V5_EARLY_S  ] | [attack  |attack  |attack  ]
    T-15 | SEQ: 65083 | POS: 90 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-14 | SEQ: 65084 | POS: 91 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-13 | SEQ: 65085 | POS: 92 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-12 | SEQ: 65086 | POS: 93 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-11 | SEQ: 65087 | POS: 94 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-10 | SEQ: 65088 | POS: 95 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-09 | SEQ: 65089 | POS: 96 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-08 | SEQ: 65090 | POS: 97 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-07 | SEQ: 65091 | POS: 98 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-06 | SEQ: 65092 | POS: 99 | [V5_EARLY_S  ] | [coin    |spins   |spins   ]
    T-05 | SEQ: 65093 | POS:100 | [V5_EARLY_S  ] | [attack  |spins   |goldSack]
    T-04 | SEQ: 65094 | POS:101 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T-03 | SEQ: 65095 | POS:102 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T-02 | SEQ: 65096 | POS:103 | [V5_EARLY_S  ] | [coin    |coin    |steal   ]
    T-01 | SEQ: 65097 | POS:104 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 65098 | POS:105 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 65099 | POS:106 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+02 | SEQ: 65100 | POS:107 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+03 | SEQ: 65101 | POS:108 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+04 | SEQ: 65102 | POS:109 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+05 | SEQ: 65103 | POS:110 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+06 | SEQ: 65104 | POS:111 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+07 | SEQ: 65105 | POS:112 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+08 | SEQ: 65106 | POS:113 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+09 | SEQ: 65107 | POS:114 | [   WAITING  ] | [coin    |coin    |steal   ] <--- *SUB-DUP*
    T+10 | SEQ: 65108 | POS:115 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+11 | SEQ: 65109 | POS:116 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+12 | SEQ: 65110 | POS:117 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+13 | SEQ: 65111 | POS:118 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+14 | SEQ: 65112 | POS:119 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+15 | SEQ: 65113 | POS:120 | [   WAITING  ] | [coin    |coin    |steal   ] <--- *SUB-DUP*
    T+16 | SEQ: 65114 | POS:121 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #035 | CurLen: 221 | Prev1: 121 | Prev2: 145 | Bets: 128 | Result: LATE HIT
    T-45 | SEQ: 65171 | POS: 57 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-44 | SEQ: 65172 | POS: 58 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-43 | SEQ: 65173 | POS: 59 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-42 | SEQ: 65174 | POS: 60 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-41 | SEQ: 65175 | POS: 61 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T-40 | SEQ: 65176 | POS: 62 | [V5_EARLY_S  ] | [coin    |coin    |spins   ]
    T-39 | SEQ: 65177 | POS: 63 | [V5_EARLY_S  ] | [attack  |spins   |goldSack]
    T-38 | SEQ: 65178 | POS: 64 | [V5_EARLY_S  ] | [steal   |steal   |steal   ]
    T-37 | SEQ: 65179 | POS: 65 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-36 | SEQ: 65180 | POS: 66 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T-35 | SEQ: 65181 | POS: 67 | [V5_EARLY_S  ] | [shield  |shield  |shield  ]
    T-34 | SEQ: 65182 | POS: 68 | [V5_EARLY_S  ] | [shield  |goldSack|goldSack]
    T-33 | SEQ: 65183 | POS: 69 | [V5_EARLY_S  ] | [coin    |coin    |steal   ]
    T-32 | SEQ: 65184 | POS: 70 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T-31 | SEQ: 65185 | POS: 71 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-30 | SEQ: 65186 | POS: 72 | [V5_EARLY_S  ] | [attack  |coin    |steal   ]
    T-29 | SEQ: 65187 | POS: 73 | [V5_EARLY_S  ] | [attack  |coin    |shield  ]
    T-28 | SEQ: 65188 | POS: 74 | [V5_EARLY_S  ] | [steal   |steal   |steal   ]
    T-27 | SEQ: 65189 | POS: 75 | [V5_EARLY_S  ] | [coin    |coin    |steal   ]
    T-26 | SEQ: 65190 | POS: 76 | [V5_EARLY_S  ] | [attack  |attack  |attack  ]
    T-25 | SEQ: 65191 | POS: 77 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-24 | SEQ: 65192 | POS: 78 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T-23 | SEQ: 65193 | POS: 79 | [V5_EARLY_S  ] | [attack  |coin    |steal   ]
    T-22 | SEQ: 65194 | POS: 80 | [V5_EARLY_S  ] | [attack  |spins   |goldSack]
    T-21 | SEQ: 65195 | POS: 81 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-20 | SEQ: 65196 | POS: 82 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-19 | SEQ: 65197 | POS: 83 | [V5_EARLY_S  ] | [coin    |steal   |steal   ]
    T-18 | SEQ: 65198 | POS: 84 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-17 | SEQ: 65199 | POS: 85 | [V5_EARLY_S  ] | [attack  |coin    |steal   ]
    T-16 | SEQ: 65200 | POS: 86 | [V5_EARLY_S  ] | [attack  |attack  |attack  ]
    T-15 | SEQ: 65201 | POS: 87 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-14 | SEQ: 65202 | POS: 88 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-13 | SEQ: 65203 | POS: 89 | [V5_EARLY_S  ] | [coin    |coin    |steal   ]
    T-12 | SEQ: 65204 | POS: 90 | [V5_EARLY_S  ] | [coin    |steal   |steal   ]
    T-11 | SEQ: 65205 | POS: 91 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T-10 | SEQ: 65206 | POS: 92 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-09 | SEQ: 65207 | POS: 93 | [V5_EARLY_S  ] | [spins   |spins   |spins   ]
    T-08 | SEQ: 65208 | POS: 94 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-07 | SEQ: 65209 | POS: 95 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-06 | SEQ: 65210 | POS: 96 | [V5_EARLY_S  ] | [coin    |steal   |steal   ]
    T-05 | SEQ: 65211 | POS: 97 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-04 | SEQ: 65212 | POS: 98 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-03 | SEQ: 65213 | POS: 99 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 65214 | POS:100 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-01 | SEQ: 65215 | POS:101 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 65216 | POS:102 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 65217 | POS:103 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T+02 | SEQ: 65218 | POS:104 | [V5_EARLY_S  ] | [coin    |shield  |shield  ]
    T+03 | SEQ: 65219 | POS:105 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+04 | SEQ: 65220 | POS:106 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+05 | SEQ: 65221 | POS:107 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+06 | SEQ: 65222 | POS:108 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+07 | SEQ: 65223 | POS:109 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+08 | SEQ: 65224 | POS:110 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+09 | SEQ: 65225 | POS:111 | [   WAITING  ] | [attack  |coin    |steal   ]
    T+10 | SEQ: 65226 | POS:112 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+11 | SEQ: 65227 | POS:113 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+12 | SEQ: 65228 | POS:114 | [   WAITING  ] | [attack  |spins   |goldSack] <--- *SUB-DUP*
    T+13 | SEQ: 65229 | POS:115 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+14 | SEQ: 65230 | POS:116 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+15 | SEQ: 65231 | POS:117 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+16 | SEQ: 65232 | POS:118 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+17 | SEQ: 65233 | POS:119 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+18 | SEQ: 65234 | POS:120 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+19 | SEQ: 65235 | POS:121 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+20 | SEQ: 65236 | POS:122 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+21 | SEQ: 65237 | POS:123 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] <--- *SUB-DUP*
    T+22 | SEQ: 65238 | POS:124 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+23 | SEQ: 65239 | POS:125 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+24 | SEQ: 65240 | POS:126 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+25 | SEQ: 65241 | POS:127 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+26 | SEQ: 65242 | POS:128 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+27 | SEQ: 65243 | POS:129 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+28 | SEQ: 65244 | POS:130 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+29 | SEQ: 65245 | POS:131 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+30 | SEQ: 65246 | POS:132 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+31 | SEQ: 65247 | POS:133 | [   WAITING  ] | [attack  |spins   |goldSack] <--- *SUB-DUP*
    T+32 | SEQ: 65248 | POS:134 | [   WAITING  ] | [attack  |spins   |goldSack] <--- *SUB-DUP*
    T+33 | SEQ: 65249 | POS:135 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+34 | SEQ: 65250 | POS:136 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+35 | SEQ: 65251 | POS:137 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+36 | SEQ: 65252 | POS:138 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+37 | SEQ: 65253 | POS:139 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+38 | SEQ: 65254 | POS:140 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+39 | SEQ: 65255 | POS:141 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+40 | SEQ: 65256 | POS:142 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+41 | SEQ: 65257 | POS:143 | [R01_COMBO   ] | [attack  |shield  |goldSack]
    T+42 | SEQ: 65258 | POS:144 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+43 | SEQ: 65259 | POS:145 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+44 | SEQ: 65260 | POS:146 | [R06_SML_L   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+45 | SEQ: 65261 | POS:147 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+46 | SEQ: 65262 | POS:148 | [R06_SML_L   ] | [accumula|goldSack|goldSack]
    T+47 | SEQ: 65263 | POS:149 | [R06_SML_L   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+48 | SEQ: 65264 | POS:150 | [R06_SML_L   ] | [accumula|goldSack|goldSack]
    T+49 | SEQ: 65265 | POS:151 | [R06_SML_L   ] | [coin    |spins   |spins   ]
    T+50 | SEQ: 65266 | POS:152 | [R06_SML_L   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+51 | SEQ: 65267 | POS:153 | [R06_SML_L   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+52 | SEQ: 65268 | POS:154 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+53 | SEQ: 65269 | POS:155 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+54 | SEQ: 65270 | POS:156 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+55 | SEQ: 65271 | POS:157 | [   WAITING  ] | [attack  |coin    |shield  ]
    T+56 | SEQ: 65272 | POS:158 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+57 | SEQ: 65273 | POS:159 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+58 | SEQ: 65274 | POS:160 | [R06_SML_L   ] | [accumula|accumula|coin    ]
    T+59 | SEQ: 65275 | POS:161 | [DEEP_PITY   ] | [coin    |spins   |spins   ]
    T+60 | SEQ: 65276 | POS:162 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T+61 | SEQ: 65277 | POS:163 | [DEEP_PITY   ] | [coin    |coin    |spins   ]
    T+62 | SEQ: 65278 | POS:164 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+63 | SEQ: 65279 | POS:165 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+64 | SEQ: 65280 | POS:166 | [DEEP_PITY   ] | [coin    |shield  |shield  ]
    T+65 | SEQ: 65281 | POS:167 | [DEEP_PITY   ] | [coin    |coin    |spins   ]
    T+66 | SEQ: 65282 | POS:168 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+67 | SEQ: 65283 | POS:169 | [DEEP_PITY   ] | [attack  |attack  |coin    ]
    T+68 | SEQ: 65284 | POS:170 | [DEEP_PITY   ] | [attack  |steal   |goldSack]
    T+69 | SEQ: 65285 | POS:171 | [DEEP_PITY   ] | [coin    |steal   |spins   ]
    T+70 | SEQ: 65286 | POS:172 | [DEEP_PITY   ] | [attack  |steal   |goldSack]
    T+71 | SEQ: 65287 | POS:173 | [DEEP_PITY   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+72 | SEQ: 65288 | POS:174 | [DEEP_PITY   ] | [coin    |coin    |spins   ]
    T+73 | SEQ: 65289 | POS:175 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+74 | SEQ: 65290 | POS:176 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+75 | SEQ: 65291 | POS:177 | [DEEP_PITY   ] | [attack  |coin    |coin    ]
    T+76 | SEQ: 65292 | POS:178 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+77 | SEQ: 65293 | POS:179 | [DEEP_PITY   ] | [accumula|accumula|coin    ]
    T+78 | SEQ: 65294 | POS:180 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T+79 | SEQ: 65295 | POS:181 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
