=== HIGH CATCH PUSH TRACE: AHMED ===

========================================================================================================================
 TARGET: ACCUMULATION
========================================================================================================================

E0 | Gap #004 | Len:  55 | Result: MISSED
    T+40 | SEQ: 46615 | POS: 41 | [WAITING] | [steal   |spins   |goldSack]
    T+34 | SEQ: 46705 | POS: 35 | [WAITING] | [attack  |spins   |goldSack]
    T+35 | SEQ: 46706 | POS: 36 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+36 | SEQ: 46707 | POS: 37 | [WAITING] | [accumula|goldSack|goldSack]
    T+37 | SEQ: 46708 | POS: 38 | [WAITING] | [goldSack|goldSack|goldSack]
    T+38 | SEQ: 46709 | POS: 39 | [WAITING] | [accumula|accumula|coin    ]
    T+39 | SEQ: 46710 | POS: 40 | [WAITING] | [goldSack|goldSack|goldSack]
    T+40 | SEQ: 46711 | POS: 41 | [WAITING] | [goldSack|goldSack|goldSack] (REEL DUP!)
    T+41 | SEQ: 46712 | POS: 42 | [WAITING] | [attack  |spins   |goldSack]
    T+42 | SEQ: 46713 | POS: 43 | [WAITING] | [attack  |attack  |goldSack]
    T+43 | SEQ: 46714 | POS: 44 | [WAITING] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #006 | Len:  70 | Result: MISSED
    T+55 | SEQ: 46770 | POS: 56 | [WAITING] | [coin    |coin    |coin    ]
    T+56 | SEQ: 46771 | POS: 57 | [WAITING] | [steal   |spins   |goldSack]
    T+57 | SEQ: 46772 | POS: 58 | [WAITING] | [attack  |coin    |coin    ]
    T+58 | SEQ: 46773 | POS: 59 | [WAITING] | [accumula|goldSack|goldSack]
    T+59 | SEQ: 46774 | POS: 60 | [WAITING] | [coin    |shield  |shield  ]
    T+60 | SEQ: 46775 | POS: 61 | [WAITING] | [accumula|goldSack|goldSack]
    T+61 | SEQ: 46776 | POS: 62 | [WAITING] | [attack  |attack  |coin    ]
    T+62 | SEQ: 46777 | POS: 63 | [WAITING] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+63 | SEQ: 46778 | POS: 64 | [WAITING] | [accumula|goldSack|goldSack]
    T+64 | SEQ: 46779 | POS: 65 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+65 | SEQ: 46780 | POS: 66 | [WAITING] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+66 | SEQ: 46781 | POS: 67 | [WAITING] | [goldSack|goldSack|goldSack]
    T+67 | SEQ: 46782 | POS: 68 | [WAITING] | [attack  |attack  |coin    ]
    T+68 | SEQ: 46783 | POS: 69 | [WAITING] | [steal   |spins   |goldSack]
    T+69 | SEQ: 46784 | POS: 70 | [WAITING] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #007 | Len: 132 | Result: FAIL
    T-05 | SEQ: 46883 | POS: 99 | [WAITING] | [accumula|goldSack|goldSack]
    T-04 | SEQ: 46884 | POS:100 | [BASE_100    ] | [accumula|accumula|accumula] <--- MINOR [ACCUMULATION]
    T-03 | SEQ: 46885 | POS:101 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T-02 | SEQ: 46886 | POS:102 | [BASE_100    ] | [attack  |coin    |coin    ]
    T-01 | SEQ: 46887 | POS:103 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+00 | SEQ: 46888 | POS:104 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD) (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 46889 | POS:105 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 46890 | POS:106 | [BASE_100    ] | [attack  |coin    |coin    ]
    T+03 | SEQ: 46891 | POS:107 | [BASE_100    ] | [accumula|accumula|coin    ]
    T+04 | SEQ: 46892 | POS:108 | [BASE_100    ] | [attack  |attack  |coin    ] <--- [ HIGH BET $$$ ]
    T+05 | SEQ: 46893 | POS:109 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+06 | SEQ: 46894 | POS:110 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+07 | SEQ: 46895 | POS:111 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+08 | SEQ: 46896 | POS:112 | [BASE_100    ] | [attack  |coin    |shield  ] <--- [ HIGH BET $$$ ]
    T+09 | SEQ: 46897 | POS:113 | [BASE_100    ] | [attack  |attack  |coin    ] <--- [ HIGH BET $$$ ]
    T+10 | SEQ: 46898 | POS:114 | [BASE_100    ] | [shield  |shield  |goldSack] <--- [ HIGH BET $$$ ]
    T+11 | SEQ: 46899 | POS:115 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+12 | SEQ: 46900 | POS:116 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+13 | SEQ: 46901 | POS:117 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+14 | SEQ: 46902 | POS:118 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+15 | SEQ: 46903 | POS:119 | [BASE_100    ] | [attack  |attack  |coin    ] <--- [ HIGH BET $$$ ]
    T+16 | SEQ: 46904 | POS:120 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+17 | SEQ: 46905 | POS:121 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+18 | SEQ: 46906 | POS:122 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+19 | SEQ: 46907 | POS:123 | [BASE_100    ] | [coin    |coin    |coin    ]
    T+20 | SEQ: 46908 | POS:124 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+21 | SEQ: 46909 | POS:125 | [BASE_100    ] | [attack  |steal   |goldSack] <--- [ HIGH BET $$$ ]
    T+22 | SEQ: 46910 | POS:126 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+23 | SEQ: 46911 | POS:127 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+24 | SEQ: 46912 | POS:128 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+25 | SEQ: 46913 | POS:129 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+26 | SEQ: 46914 | POS:130 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+27 | SEQ: 46915 | POS:131 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+28 | SEQ: 46916 | POS:132 | [BASE_100    ] | [spins   |spins   |spins   ] <--- [ HIGH BET $$$ ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #008 | Len:  95 | Result: MISSED
    T+80 | SEQ: 46997 | POS: 81 | [PRED] | [coin    |coin    |steal   ]
    T+81 | SEQ: 46998 | POS: 82 | [PRED] | [accumula|goldSack|goldSack]
    T+82 | SEQ: 46999 | POS: 83 | [PRED] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+83 | SEQ: 47000 | POS: 84 | [PRED] | [steal   |spins   |goldSack]
    T+84 | SEQ: 47001 | POS: 85 | [PRED] | [accumula|goldSack|goldSack]
    T+85 | SEQ: 47002 | POS: 86 | [PRED] | [coin    |spins   |spins   ]
    T+86 | SEQ: 47003 | POS: 87 | [PRED] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+87 | SEQ: 47004 | POS: 88 | [PRED] | [coin    |coin    |steal   ]
    T+88 | SEQ: 47005 | POS: 89 | [PRED] | [shield  |goldSack|goldSack]
    T+89 | SEQ: 47006 | POS: 90 | [PRED] | [attack  |attack  |goldSack]
    T+90 | SEQ: 47007 | POS: 91 | [PRED] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+91 | SEQ: 47008 | POS: 92 | [PRED] | [steal   |spins   |goldSack]
    T+92 | SEQ: 47009 | POS: 93 | [PRED] | [accumula|accumula|accumula] <--- MINOR [ACCUMULATION]
    T+93 | SEQ: 47010 | POS: 94 | [PRED] | [coin    |coin    |spins   ]
    T+94 | SEQ: 47011 | POS: 95 | [PRED] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #009 | Len: 205 | Result: FAIL
    T-05 | SEQ: 47188 | POS:177 | [BASE_100    ] | [attack  |steal   |goldSack]
    T-04 | SEQ: 47189 | POS:178 | [BASE_100    ] | [steal   |spins   |goldSack]
    T-03 | SEQ: 47190 | POS:179 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 47191 | POS:180 | [BASE_100    ] | [attack  |steal   |goldSack]
    T-01 | SEQ: 47192 | POS:181 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 47193 | POS:182 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 47194 | POS:183 | [BASE_100    ] | [steal   |steal   |goldSack] <--- [ HIGH BET $$$ ]
    T+02 | SEQ: 47195 | POS:184 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+03 | SEQ: 47196 | POS:185 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+04 | SEQ: 47197 | POS:186 | [BASE_100    ] | [coin    |coin    |coin    ]
    T+05 | SEQ: 47198 | POS:187 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+06 | SEQ: 47199 | POS:188 | [BASE_100    ] | [attack  |steal   |goldSack]
    T+07 | SEQ: 47200 | POS:189 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] <--- [ HIGH BET $$$ ]
    T+08 | SEQ: 47201 | POS:190 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+09 | SEQ: 47202 | POS:191 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+10 | SEQ: 47203 | POS:192 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+11 | SEQ: 47204 | POS:193 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+12 | SEQ: 47205 | POS:194 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+13 | SEQ: 47206 | POS:195 | [BASE_100    ] | [coin    |spins   |spins   ]
    T+14 | SEQ: 47207 | POS:196 | [BASE_100    ] | [coin    |coin    |coin    ]
    T+15 | SEQ: 47208 | POS:197 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+16 | SEQ: 47209 | POS:198 | [BASE_100    ] | [coin    |steal   |shield  ] <--- [ HIGH BET $$$ ]
    T+17 | SEQ: 47210 | POS:199 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+18 | SEQ: 47211 | POS:200 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+19 | SEQ: 47212 | POS:201 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T+20 | SEQ: 47213 | POS:202 | [BASE_100    ] | [coin    |coin    |spins   ]
    T+21 | SEQ: 47214 | POS:203 | [BASE_100    ] | [coin    |steal   |steal   ]
    T+22 | SEQ: 47215 | POS:204 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+23 | SEQ: 47216 | POS:205 | [BASE_100    ] | [spins   |spins   |spins   ] <--- [ HIGH BET $$$ ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #010 | Len: 310 | Result: FAIL
    T-05 | SEQ: 47316 | POS:100 | [BASE_100    ] | [attack  |attack  |goldSack]
    T-04 | SEQ: 47317 | POS:101 | [BASE_100    ] | [coin    |steal   |steal   ]
    T-03 | SEQ: 47318 | POS:102 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 47319 | POS:103 | [BASE_100    ] | [coin    |steal   |steal   ]
    T-01 | SEQ: 47320 | POS:104 | [BASE_100    ] | [attack  |coin    |coin    ]
    T+00 | SEQ: 47321 | POS:105 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ] (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 47322 | POS:106 | [BASE_100    ] | [shield  |goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+02 | SEQ: 47323 | POS:107 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+03 | SEQ: 47324 | POS:108 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+04 | SEQ: 47325 | POS:109 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+05 | SEQ: 47326 | POS:110 | [BASE_100    ] | [accumula|accumula|accumula] <--- MINOR [ACCUMULATION]
    T+06 | SEQ: 47327 | POS:111 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+07 | SEQ: 47328 | POS:112 | [BASE_100    ] | [attack  |coin    |shield  ]
    T+08 | SEQ: 47329 | POS:113 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+09 | SEQ: 47330 | POS:114 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+10 | SEQ: 47331 | POS:115 | [BASE_100    ] | [attack  |coin    |shield  ]
    T+11 | SEQ: 47332 | POS:116 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+12 | SEQ: 47333 | POS:117 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+13 | SEQ: 47334 | POS:118 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+14 | SEQ: 47335 | POS:119 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T+15 | SEQ: 47336 | POS:120 | [BASE_100    ] | [coin    |steal   |spins   ]
    T+16 | SEQ: 47337 | POS:121 | [BASE_100    ] | [coin    |spins   |spins   ]
    T+17 | SEQ: 47338 | POS:122 | [BASE_100    ] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+18 | SEQ: 47339 | POS:123 | [BASE_100    ] | [accumula|accumula|accumula] <--- MINOR [ACCUMULATION] (CD)
    T+19 | SEQ: 47340 | POS:124 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+20 | SEQ: 47341 | POS:125 | [BASE_100    ] | [coin    |coin    |steal   ]
    T+21 | SEQ: 47342 | POS:126 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+22 | SEQ: 47343 | POS:127 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+23 | SEQ: 47344 | POS:128 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+24 | SEQ: 47345 | POS:129 | [BASE_100    ] | [coin    |coin    |spins   ] <--- [ HIGH BET $$$ ]
    T+25 | SEQ: 47346 | POS:130 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+26 | SEQ: 47347 | POS:131 | [BASE_100    ] | [attack  |attack  |goldSack]
    T+27 | SEQ: 47348 | POS:132 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+28 | SEQ: 47349 | POS:133 | [BASE_100    ] | [coin    |steal   |steal   ]
    T+29 | SEQ: 47350 | POS:134 | [BASE_100    ] | [coin    |steal   |spins   ] <--- [ HIGH BET $$$ ]
    T+30 | SEQ: 47351 | POS:135 | [BASE_100    ] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ]
    T+31 | SEQ: 47352 | POS:136 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+32 | SEQ: 47353 | POS:137 | [BASE_100    ] | [coin    |coin    |spins   ] <--- [ HIGH BET $$$ ]
    T+33 | SEQ: 47354 | POS:138 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+34 | SEQ: 47355 | POS:139 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+35 | SEQ: 47356 | POS:140 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD)
    T+36 | SEQ: 47357 | POS:141 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD) (REEL DUP!)
    T+37 | SEQ: 47358 | POS:142 | [BASE_100    ] | [attack  |steal   |goldSack]
    T+38 | SEQ: 47359 | POS:143 | [BASE_100    ] | [coin    |steal   |steal   ]
    T+39 | SEQ: 47360 | POS:144 | [BASE_100    ] | [coin    |coin    |spins   ]
    T+40 | SEQ: 47361 | POS:145 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+41 | SEQ: 47362 | POS:146 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+42 | SEQ: 47363 | POS:147 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+43 | SEQ: 47364 | POS:148 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+44 | SEQ: 47365 | POS:149 | [BASE_100    ] | [coin    |coin    |spins   ] <--- [ HIGH BET $$$ ]
    T+45 | SEQ: 47366 | POS:150 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+46 | SEQ: 47367 | POS:151 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+47 | SEQ: 47368 | POS:152 | [BASE_100    ] | [coin    |spins   |spins   ]
    T+48 | SEQ: 47369 | POS:153 | [BASE_100    ] | [attack  |attack  |goldSack]
    T+49 | SEQ: 47370 | POS:154 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+50 | SEQ: 47371 | POS:155 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+51 | SEQ: 47372 | POS:156 | [BASE_100    ] | [coin    |coin    |spins   ] <--- [ HIGH BET $$$ ]
    T+52 | SEQ: 47373 | POS:157 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+53 | SEQ: 47374 | POS:158 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+54 | SEQ: 47375 | POS:159 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD)
    T+55 | SEQ: 47376 | POS:160 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+56 | SEQ: 47377 | POS:161 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+57 | SEQ: 47378 | POS:162 | [BASE_100    ] | [attack  |coin    |coin    ]
    T+58 | SEQ: 47379 | POS:163 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] <--- [ HIGH BET $$$ ]
    T+59 | SEQ: 47380 | POS:164 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+60 | SEQ: 47381 | POS:165 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+61 | SEQ: 47382 | POS:166 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+62 | SEQ: 47383 | POS:167 | [BASE_100    ] | [attack  |shield  |goldSack] <--- [ HIGH BET $$$ ]
    T+63 | SEQ: 47384 | POS:168 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+64 | SEQ: 47385 | POS:169 | [BASE_100    ] | [steal   |spins   |goldSack]
    T+65 | SEQ: 47386 | POS:170 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+66 | SEQ: 47387 | POS:171 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+67 | SEQ: 47388 | POS:172 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+68 | SEQ: 47389 | POS:173 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+69 | SEQ: 47390 | POS:174 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+70 | SEQ: 47391 | POS:175 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+71 | SEQ: 47392 | POS:176 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+72 | SEQ: 47393 | POS:177 | [BASE_100    ] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ]
    T+73 | SEQ: 47394 | POS:178 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+74 | SEQ: 47395 | POS:179 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+75 | SEQ: 47396 | POS:180 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+76 | SEQ: 47397 | POS:181 | [BASE_100    ] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+77 | SEQ: 47398 | POS:182 | [BASE_100    ] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+78 | SEQ: 47399 | POS:183 | [BASE_100    ] | [attack  |attack  |coin    ] <--- [ HIGH BET $$$ ]
    T+79 | SEQ: 47400 | POS:184 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+80 | SEQ: 47401 | POS:185 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+81 | SEQ: 47402 | POS:186 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+82 | SEQ: 47403 | POS:187 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+83 | SEQ: 47404 | POS:188 | [BASE_100    ] | [attack  |coin    |spins   ] <--- [ HIGH BET $$$ ]
    T+84 | SEQ: 47405 | POS:189 | [BASE_100    ] | [attack  |steal   |goldSack] <--- [ HIGH BET $$$ ]
    T+85 | SEQ: 47406 | POS:190 | [BASE_100    ] | [coin    |steal   |spins   ] <--- [ HIGH BET $$$ ]
    T+86 | SEQ: 47407 | POS:191 | [BASE_100    ] | [attack  |shield  |goldSack] <--- [ HIGH BET $$$ ]
    T+87 | SEQ: 47408 | POS:192 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+88 | SEQ: 47409 | POS:193 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+89 | SEQ: 47410 | POS:194 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+90 | SEQ: 47411 | POS:195 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+91 | SEQ: 47412 | POS:196 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+92 | SEQ: 47413 | POS:197 | [BASE_100    ] | [steal   |spins   |goldSack]
    T+93 | SEQ: 47414 | POS:198 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+94 | SEQ: 47415 | POS:199 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+95 | SEQ: 47416 | POS:200 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+96 | SEQ: 47417 | POS:201 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+97 | SEQ: 47418 | POS:202 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+98 | SEQ: 47419 | POS:203 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+99 | SEQ: 47420 | POS:204 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+100 | SEQ: 47421 | POS:205 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+101 | SEQ: 47422 | POS:206 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+102 | SEQ: 47423 | POS:207 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+103 | SEQ: 47424 | POS:208 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+104 | SEQ: 47425 | POS:209 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+105 | SEQ: 47426 | POS:210 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+106 | SEQ: 47427 | POS:211 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+107 | SEQ: 47428 | POS:212 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+108 | SEQ: 47429 | POS:213 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+109 | SEQ: 47430 | POS:214 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+110 | SEQ: 47431 | POS:215 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+111 | SEQ: 47432 | POS:216 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+112 | SEQ: 47433 | POS:217 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+113 | SEQ: 47434 | POS:218 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+114 | SEQ: 47435 | POS:219 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+115 | SEQ: 47436 | POS:220 | [BASE_100    ] | [attack  |shield  |goldSack]
    T+116 | SEQ: 47437 | POS:221 | [BASE_100    ] | [attack  |coin    |shield  ]
    T+117 | SEQ: 47438 | POS:222 | [BASE_100    ] | [coin    |coin    |coin    ]
    T+118 | SEQ: 47439 | POS:223 | [BASE_100    ] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+119 | SEQ: 47440 | POS:224 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+120 | SEQ: 47441 | POS:225 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD) (REEL DUP!)
    T+121 | SEQ: 47442 | POS:226 | [BASE_100    ] | [attack  |coin    |shield  ]
