=== MASTER TRACE: AHMED ===
Targets: ACCUMULATION and SPINS

####################################################################################################
 TARGET: ACCUMULATION
####################################################################################################

Gap #003 | CurLen:  11 | Prev1:  29 | Prev2: 132 | Result: MISSED (NAT DUP)
    T-03 | SEQ: 46564 | POS:  1 | [   WAITING  ] | [steal   |steal   |steal   ]
    T+06 | SEQ: 58283 | POS: 41 | [   WAITING  ] | [steal   |steal   |steal   ]
    T+07 | SEQ: 58284 | POS: 42 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+08 | SEQ: 58285 | POS: 43 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+09 | SEQ: 58286 | POS: 44 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #117 | CurLen: 118 | Prev1:  44 | Prev2: 162 | Result: CLEAN CATCH
    T-05 | SEQ: 58393 | POS:107 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-04 | SEQ: 58394 | POS:108 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-03 | SEQ: 58395 | POS:109 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-02 | SEQ: 58396 | POS:110 | [R01_COMBO   ] | [steal   |steal   |steal   ]
    T-01 | SEQ: 58397 | POS:111 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+00 | SEQ: 58398 | POS:112 | [R01_COMBO   ] | [attack  |attack  |goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 58399 | POS:113 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+02 | SEQ: 58400 | POS:114 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+03 | SEQ: 58401 | POS:115 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+04 | SEQ: 58402 | POS:116 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+05 | SEQ: 58403 | POS:117 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+06 | SEQ: 58404 | POS:118 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #118 | CurLen: 149 | Prev1: 118 | Prev2:  44 | Result: MISSED (NAT DUP)
    T-12 | SEQ: 58511 | POS:107 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-11 | SEQ: 58512 | POS:108 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-10 | SEQ: 58513 | POS:109 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-09 | SEQ: 58514 | POS:110 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-08 | SEQ: 58515 | POS:111 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-07 | SEQ: 58516 | POS:112 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-06 | SEQ: 58517 | POS:113 | [   WAITING  ] | [coin    |steal   |shield  ]
    T-05 | SEQ: 58518 | POS:114 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-04 | SEQ: 58519 | POS:115 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T-03 | SEQ: 58520 | POS:116 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T-02 | SEQ: 58521 | POS:117 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-01 | SEQ: 58522 | POS:118 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 58523 | POS:119 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 58524 | POS:120 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+02 | SEQ: 58525 | POS:121 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+03 | SEQ: 58526 | POS:122 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T+04 | SEQ: 58527 | POS:123 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+05 | SEQ: 58528 | POS:124 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+06 | SEQ: 58529 | POS:125 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+07 | SEQ: 58530 | POS:126 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+08 | SEQ: 58531 | POS:127 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T+09 | SEQ: 58532 | POS:128 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+10 | SEQ: 58533 | POS:129 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+11 | SEQ: 58534 | POS:130 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+12 | SEQ: 58535 | POS:131 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] <--- *SUB-DUP*
    T+13 | SEQ: 58536 | POS:132 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+14 | SEQ: 58537 | POS:133 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+15 | SEQ: 58538 | POS:134 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T+16 | SEQ: 58539 | POS:135 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+17 | SEQ: 58540 | POS:136 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+18 | SEQ: 58541 | POS:137 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+19 | SEQ: 58542 | POS:138 | [   WAITING  ] | [coin    |steal   |shield  ]
    T+20 | SEQ: 58543 | POS:139 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+21 | SEQ: 58544 | POS:140 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+22 | SEQ: 58545 | POS:141 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+23 | SEQ: 58546 | POS:142 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+24 | SEQ: 58547 | POS:143 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+25 | SEQ: 58548 | POS:144 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+26 | SEQ: 58549 | POS:145 | [   WAITING  ] | [coin    |coin    |coin    ] <--- *SUB-DUP*
    T+27 | SEQ: 58550 | POS:146 | [   WAITING  ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+28 | SEQ: 58551 | POS:147 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+29 | SEQ: 58552 | POS:148 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+30 | SEQ: 58553 | POS:149 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #119 | CurLen: 110 | Prev1: 149 | Prev2: 118 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 58649 | POS: 96 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-04 | SEQ: 58650 | POS: 97 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-03 | SEQ: 58651 | POS: 98 | [   WAITING  ] | [attack  |coin    |coin    ]
    T-02 | SEQ: 58652 | POS: 99 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-01 | SEQ: 58653 | POS:100 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 58654 | POS:101 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 58655 | POS:102 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+02 | SEQ: 58656 | POS:103 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+03 | SEQ: 58657 | POS:104 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+04 | SEQ: 58658 | POS:105 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+05 | SEQ: 58659 | POS:106 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+06 | SEQ: 58660 | POS:107 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+07 | SEQ: 58661 | POS:108 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+08 | SEQ: 58662 | POS:109 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+09 | SEQ: 58663 | POS:110 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #122 | CurLen: 158 | Prev1:  40 | Prev2:  84 | Result: LATE HIT
    T-51 | SEQ: 58852 | POS: 65 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-50 | SEQ: 58853 | POS: 66 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-49 | SEQ: 58854 | POS: 67 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-48 | SEQ: 58855 | POS: 68 | [V5_STEAL_S  ] | [accumula|accumula|coin    ]
    T-47 | SEQ: 58856 | POS: 69 | [V5_STEAL_S  ] | [coin    |coin    |coin    ]
    T-46 | SEQ: 58857 | POS: 70 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack]
    T-45 | SEQ: 58858 | POS: 71 | [V5_STEAL_S  ] | [goldSack|goldSack|goldSack]
    T-44 | SEQ: 58859 | POS: 72 | [V5_STEAL_S  ] | [attack  |spins   |goldSack]
    T-43 | SEQ: 58860 | POS: 73 | [V5_STEAL_S  ] | [coin    |coin    |steal   ]
    T-42 | SEQ: 58861 | POS: 74 | [   WAITING  ] | [steal   |steal   |steal   ]
    T-41 | SEQ: 58862 | POS: 75 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-40 | SEQ: 58863 | POS: 76 | [   WAITING  ] | [coin    |shield  |shield  ]
    T-39 | SEQ: 58864 | POS: 77 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-38 | SEQ: 58865 | POS: 78 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-37 | SEQ: 58866 | POS: 79 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-36 | SEQ: 58867 | POS: 80 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-35 | SEQ: 58868 | POS: 81 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-34 | SEQ: 58869 | POS: 82 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-33 | SEQ: 58870 | POS: 83 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-32 | SEQ: 58871 | POS: 84 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-31 | SEQ: 58872 | POS: 85 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-30 | SEQ: 58873 | POS: 86 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-29 | SEQ: 58874 | POS: 87 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-28 | SEQ: 58875 | POS: 88 | [   WAITING  ] | [coin    |shield  |shield  ]
    T-27 | SEQ: 58876 | POS: 89 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-26 | SEQ: 58877 | POS: 90 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-25 | SEQ: 58878 | POS: 91 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-24 | SEQ: 58879 | POS: 92 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-23 | SEQ: 58880 | POS: 93 | [   WAITING  ] | [steal   |steal   |steal   ]
    T-22 | SEQ: 58881 | POS: 94 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-21 | SEQ: 58882 | POS: 95 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-20 | SEQ: 58883 | POS: 96 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-19 | SEQ: 58884 | POS: 97 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-18 | SEQ: 58885 | POS: 98 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-17 | SEQ: 58886 | POS: 99 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-16 | SEQ: 58887 | POS:100 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-15 | SEQ: 58888 | POS:101 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-14 | SEQ: 58889 | POS:102 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-13 | SEQ: 58890 | POS:103 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-12 | SEQ: 58891 | POS:104 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-11 | SEQ: 58892 | POS:105 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-10 | SEQ: 58893 | POS:106 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-09 | SEQ: 58894 | POS:107 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-08 | SEQ: 58895 | POS:108 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-07 | SEQ: 58896 | POS:109 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-06 | SEQ: 58897 | POS:110 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-05 | SEQ: 58898 | POS:111 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T-04 | SEQ: 58899 | POS:112 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-03 | SEQ: 58900 | POS:113 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-02 | SEQ: 58901 | POS:114 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-01 | SEQ: 58902 | POS:115 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+00 | SEQ: 58903 | POS:116 | [R01_COMBO   ] | [coin    |coin    |coin    ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 58904 | POS:117 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+02 | SEQ: 58905 | POS:118 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+03 | SEQ: 58906 | POS:119 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+04 | SEQ: 58907 | POS:120 | [   WAITING  ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+05 | SEQ: 58908 | POS:121 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+06 | SEQ: 58909 | POS:122 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+07 | SEQ: 58910 | POS:123 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+08 | SEQ: 58911 | POS:124 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+09 | SEQ: 58912 | POS:125 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+10 | SEQ: 58913 | POS:126 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+11 | SEQ: 58914 | POS:127 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+12 | SEQ: 58915 | POS:128 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+13 | SEQ: 58916 | POS:129 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+14 | SEQ: 58917 | POS:130 | [V5_STEAL_M  ] | [accumula|accumula|coin    ]
    T+15 | SEQ: 58918 | POS:131 | [V5_STEAL_M  ] | [accumula|goldSack|goldSack]
    T+16 | SEQ: 58919 | POS:132 | [V5_STEAL_M  ] | [coin    |spins   |spins   ]
    T+17 | SEQ: 58920 | POS:133 | [V5_STEAL_M  ] | [goldSack|goldSack|goldSack]
    T+18 | SEQ: 58921 | POS:134 | [V5_STEAL_M  ] | [accumula|goldSack|goldSack]
    T+19 | SEQ: 58922 | POS:135 | [V5_STEAL_M  ] | [coin    |coin    |steal   ]
    T+20 | SEQ: 58923 | POS:136 | [V5_STEAL_M  ] | [accumula|accumula|attack  ]
    T+21 | SEQ: 58924 | POS:137 | [V5_STEAL_M  ] | [coin    |coin    |coin    ]
    T+22 | SEQ: 58925 | POS:138 | [V5_STEAL_M  ] | [goldSack|goldSack|goldSack]
    T+23 | SEQ: 58926 | POS:139 | [V5_QUIET    ] | [goldSack|goldSack|goldSack] <--- *SUB-DUP*
    T+24 | SEQ: 58927 | POS:140 | [V5_STEAL_M  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+25 | SEQ: 58928 | POS:141 | [V5_STEAL_M  ] | [accumula|goldSack|goldSack]
    T+26 | SEQ: 58929 | POS:142 | [V5_STEAL_M  ] | [attack  |coin    |shield  ]
    T+27 | SEQ: 58930 | POS:143 | [V5_STEAL_M  ] | [attack  |spins   |goldSack]
    T+28 | SEQ: 58931 | POS:144 | [V5_STEAL_M  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+29 | SEQ: 58932 | POS:145 | [V5_STEAL_M  ] | [accumula|goldSack|goldSack]
    T+30 | SEQ: 58933 | POS:146 | [V5_STEAL_M  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+31 | SEQ: 58934 | POS:147 | [V5_STEAL_M  ] | [accumula|accumula|coin    ]
    T+32 | SEQ: 58935 | POS:148 | [V5_STEAL_M  ] | [accumula|goldSack|goldSack]
    T+33 | SEQ: 58936 | POS:149 | [V5_STEAL_M  ] | [goldSack|goldSack|goldSack]
    T+34 | SEQ: 58937 | POS:150 | [V5_STEAL_M  ] | [accumula|goldSack|goldSack]
    T+35 | SEQ: 58938 | POS:151 | [V5_STEAL_M  ] | [attack  |spins   |goldSack]
    T+36 | SEQ: 58939 | POS:152 | [V5_STEAL_M  ] | [attack  |coin    |shield  ]
    T+37 | SEQ: 58940 | POS:153 | [V5_STEAL_M  ] | [steal   |spins   |goldSack]
    T+38 | SEQ: 58941 | POS:154 | [V5_STEAL_M  ] | [attack  |spins   |goldSack]
    T+39 | SEQ: 58942 | POS:155 | [V5_STEAL_M  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+40 | SEQ: 58943 | POS:156 | [V5_STEAL_M  ] | [coin    |coin    |steal   ]
    T+41 | SEQ: 58944 | POS:157 | [V5_STEAL_M  ] | [accumula|goldSack|goldSack]
    T+42 | SEQ: 58945 | POS:158 | [V5_STEAL_M  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #124 | CurLen: 114 | Prev1:  52 | Prev2: 158 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 59102 | POS:105 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-04 | SEQ: 59103 | POS:106 | [   WAITING  ] | [coin    |steal   |shield  ]
    T-03 | SEQ: 59104 | POS:107 | [   WAITING  ] | [coin    |shield  |shield  ]
    T-02 | SEQ: 59105 | POS:108 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-01 | SEQ: 59106 | POS:109 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+00 | SEQ: 59107 | POS:110 | [   WAITING  ] | [attack  |steal   |goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 59108 | POS:111 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+02 | SEQ: 59109 | POS:112 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 59110 | POS:113 | [   WAITING  ] | [steal   |steal   |steal   ]
    T+04 | SEQ: 59111 | POS:114 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #125 | CurLen:  86 | Prev1: 114 | Prev2:  52 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 59183 | POS: 72 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-04 | SEQ: 59184 | POS: 73 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-03 | SEQ: 59185 | POS: 74 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-02 | SEQ: 59186 | POS: 75 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-01 | SEQ: 59187 | POS: 76 | [   WAITING  ] | [shield  |shield  |shield  ]
    T+00 | SEQ: 59188 | POS: 77 | [   WAITING  ] | [shield  |shield  |shield  ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 59189 | POS: 78 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+02 | SEQ: 59190 | POS: 79 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 59191 | POS: 80 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+04 | SEQ: 59192 | POS: 81 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+05 | SEQ: 59193 | POS: 82 | [   WAITING  ] | [steal   |steal   |steal   ]
    T+06 | SEQ: 59194 | POS: 83 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+07 | SEQ: 59195 | POS: 84 | [   WAITING  ] | [shield  |shield  |shield  ]
    T+08 | SEQ: 59196 | POS: 85 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+09 | SEQ: 59197 | POS: 86 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #126 | CurLen:  99 | Prev1:  86 | Prev2: 114 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 59284 | POS: 87 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-04 | SEQ: 59285 | POS: 88 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-03 | SEQ: 59286 | POS: 89 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-02 | SEQ: 59287 | POS: 90 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-01 | SEQ: 59288 | POS: 91 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+00 | SEQ: 59289 | POS: 92 | [   WAITING  ] | [attack  |steal   |goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 59290 | POS: 93 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+02 | SEQ: 59291 | POS: 94 | [   WAITING  ] | [steal   |steal   |steal   ]
    T+03 | SEQ: 59292 | POS: 95 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+04 | SEQ: 59293 | POS: 96 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+05 | SEQ: 59294 | POS: 97 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+06 | SEQ: 59295 | POS: 98 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+07 | SEQ: 59296 | POS: 99 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #127 | CurLen: 171 | Prev1:  99 | Prev2:  86 | Result: MISSED (NAT DUP)
    T-11 | SEQ: 59414 | POS:107 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-10 | SEQ: 59415 | POS:108 | [   WAITING  ] | [attack  |coin    |steal   ]
    T-09 | SEQ: 59416 | POS:109 | [   WAITING  ] | [shield  |goldSack|goldSack]
    T-08 | SEQ: 59417 | POS:110 | [R01_COMBO   ] | [attack  |coin    |spins   ]
    T-07 | SEQ: 59418 | POS:111 | [R01_COMBO   ] | [accumula|accumula|goldSack]
    T-06 | SEQ: 59419 | POS:112 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T-05 | SEQ: 59420 | POS:113 | [R01_COMBO   ] | [spins   |spins   |goldSack]
    T-04 | SEQ: 59421 | POS:114 | [R01_COMBO   ] | [attack  |coin    |coin    ]
    T-03 | SEQ: 59422 | POS:115 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 59423 | POS:116 | [R01_COMBO   ] | [attack  |shield  |goldSack]
    T-01 | SEQ: 59424 | POS:117 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+00 | SEQ: 59425 | POS:118 | [R01_COMBO   ] | [coin    |steal   |spins   ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 59426 | POS:119 | [R01_COMBO   ] | [attack  |coin    |coin    ]
    T+02 | SEQ: 59427 | POS:120 | [R01_COMBO   ] | [attack  |coin    |coin    ] <--- *SUB-DUP*
    T+03 | SEQ: 59428 | POS:121 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+04 | SEQ: 59429 | POS:122 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+05 | SEQ: 59430 | POS:123 | [R01_COMBO   ] | [attack  |coin    |spins   ]
    T+06 | SEQ: 59431 | POS:124 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+07 | SEQ: 59432 | POS:125 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+08 | SEQ: 59433 | POS:126 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] <--- *SUB-DUP*
    T+09 | SEQ: 59434 | POS:127 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+10 | SEQ: 59435 | POS:128 | [R01_COMBO   ] | [goldSack|goldSack|goldSack] <--- *SUB-DUP*
    T+11 | SEQ: 59436 | POS:129 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+12 | SEQ: 59437 | POS:130 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+13 | SEQ: 59438 | POS:131 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+14 | SEQ: 59439 | POS:132 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+15 | SEQ: 59440 | POS:133 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+16 | SEQ: 59441 | POS:134 | [R01_COMBO   ] | [accumula|accumula|goldSack]
    T+17 | SEQ: 59442 | POS:135 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+18 | SEQ: 59443 | POS:136 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+19 | SEQ: 59444 | POS:137 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+20 | SEQ: 59445 | POS:138 | [R01_COMBO   ] | [attack  |coin    |coin    ]
    T+21 | SEQ: 59446 | POS:139 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+22 | SEQ: 59447 | POS:140 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+23 | SEQ: 59448 | POS:141 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+24 | SEQ: 59449 | POS:142 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+25 | SEQ: 59450 | POS:143 | [V5_QUIET    ] | [coin    |coin    |coin    ]
    T+26 | SEQ: 59451 | POS:144 | [V5_QUIET    ] | [coin    |steal   |spins   ]
    T+27 | SEQ: 59452 | POS:145 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+28 | SEQ: 59453 | POS:146 | [V5_QUIET    ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+29 | SEQ: 59454 | POS:147 | [V5_QUIET    ] | [goldSack|goldSack|goldSack]
    T+30 | SEQ: 59455 | POS:148 | [V5_QUIET    ] | [steal   |steal   |goldSack]
    T+31 | SEQ: 59456 | POS:149 | [V5_QUIET    ] | [attack  |coin    |coin    ]
    T+32 | SEQ: 59457 | POS:150 | [V5_SHIELD_L ] | [attack  |shield  |goldSack]
    T+33 | SEQ: 59458 | POS:151 | [V5_SHIELD_L ] | [accumula|goldSack|goldSack]
    T+34 | SEQ: 59459 | POS:152 | [V5_SHIELD_L ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+35 | SEQ: 59460 | POS:153 | [V5_SHIELD_L ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+36 | SEQ: 59461 | POS:154 | [V5_SHIELD_L ] | [steal   |steal   |goldSack]
    T+37 | SEQ: 59462 | POS:155 | [V5_SHIELD_L ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+38 | SEQ: 59463 | POS:156 | [V5_SHIELD_L ] | [attack  |attack  |goldSack]
    T+39 | SEQ: 59464 | POS:157 | [V5_SHIELD_L ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
