=== MASTER TRACE: NICK ===
Targets: ACCUMULATION and SPINS

####################################################################################################
 TARGET: ACCUMULATION
####################################################################################################

Gap #000 | CurLen:  51 | Prev1:   0 | Prev2:   0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 60977 | POS: 70 | [   WAITING  ] | [attack  |coin    |steal   ]
    T+21 | SEQ: 65249 | POS:135 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+22 | SEQ: 65250 | POS:136 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+23 | SEQ: 65251 | POS:137 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+24 | SEQ: 65252 | POS:138 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+25 | SEQ: 65253 | POS:139 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+26 | SEQ: 65254 | POS:140 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+27 | SEQ: 65255 | POS:141 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+28 | SEQ: 65256 | POS:142 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+29 | SEQ: 65257 | POS:143 | [R01_COMBO   ] | [attack  |shield  |goldSack]
    T+30 | SEQ: 65258 | POS:144 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+31 | SEQ: 65259 | POS:145 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+32 | SEQ: 65260 | POS:146 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+33 | SEQ: 65261 | POS:147 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+34 | SEQ: 65262 | POS:148 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+35 | SEQ: 65263 | POS:149 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+36 | SEQ: 65264 | POS:150 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+37 | SEQ: 65265 | POS:151 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+38 | SEQ: 65266 | POS:152 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+39 | SEQ: 65267 | POS:153 | [R01_COMBO   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+40 | SEQ: 65268 | POS:154 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+41 | SEQ: 65269 | POS:155 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+42 | SEQ: 65270 | POS:156 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+43 | SEQ: 65271 | POS:157 | [R01_COMBO   ] | [attack  |coin    |shield  ]
    T+44 | SEQ: 65272 | POS:158 | [R01_COMBO   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+45 | SEQ: 65273 | POS:159 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T+46 | SEQ: 65274 | POS:160 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+47 | SEQ: 65275 | POS:161 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+48 | SEQ: 65276 | POS:162 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+49 | SEQ: 65277 | POS:163 | [R01_COMBO   ] | [coin    |coin    |spins   ]
    T+50 | SEQ: 65278 | POS:164 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+51 | SEQ: 65279 | POS:165 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+52 | SEQ: 65280 | POS:166 | [R01_COMBO   ] | [coin    |shield  |shield  ]
    T+53 | SEQ: 65281 | POS:167 | [R01_COMBO   ] | [coin    |coin    |spins   ]
    T+54 | SEQ: 65282 | POS:168 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+55 | SEQ: 65283 | POS:169 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T+56 | SEQ: 65284 | POS:170 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+57 | SEQ: 65285 | POS:171 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+58 | SEQ: 65286 | POS:172 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+59 | SEQ: 65287 | POS:173 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+60 | SEQ: 65288 | POS:174 | [R01_COMBO   ] | [coin    |coin    |spins   ]
    T+61 | SEQ: 65289 | POS:175 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+62 | SEQ: 65290 | POS:176 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+63 | SEQ: 65291 | POS:177 | [R01_COMBO   ] | [attack  |coin    |coin    ]
    T+64 | SEQ: 65292 | POS:178 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+65 | SEQ: 65293 | POS:179 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+66 | SEQ: 65294 | POS:180 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+67 | SEQ: 65295 | POS:181 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+68 | SEQ: 65296 | POS:182 | [V5_QUIET    ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+69 | SEQ: 65297 | POS:183 | [V5_QUIET    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+70 | SEQ: 65298 | POS:184 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+71 | SEQ: 65299 | POS:185 | [R01_COMBO   ] | [attack  |steal   |goldSack] <--- *SUB-DUP*
    T+72 | SEQ: 65300 | POS:186 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+73 | SEQ: 65301 | POS:187 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+74 | SEQ: 65302 | POS:188 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+75 | SEQ: 65303 | POS:189 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+76 | SEQ: 65304 | POS:190 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+77 | SEQ: 65305 | POS:191 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+78 | SEQ: 65306 | POS:192 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+79 | SEQ: 65307 | POS:193 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+80 | SEQ: 65308 | POS:194 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+81 | SEQ: 65309 | POS:195 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+82 | SEQ: 65310 | POS:196 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+83 | SEQ: 65311 | POS:197 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+84 | SEQ: 65312 | POS:198 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+85 | SEQ: 65313 | POS:199 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+86 | SEQ: 65314 | POS:200 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+87 | SEQ: 65315 | POS:201 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T+88 | SEQ: 65316 | POS:202 | [R01_COMBO   ] | [coin    |coin    |spins   ]
    T+89 | SEQ: 65317 | POS:203 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+90 | SEQ: 65318 | POS:204 | [R01_COMBO   ] | [coin    |steal   |shield  ]
    T+91 | SEQ: 65319 | POS:205 | [R01_COMBO   ] | [coin    |coin    |spins   ]
    T+92 | SEQ: 65320 | POS:206 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+93 | SEQ: 65321 | POS:207 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+94 | SEQ: 65322 | POS:208 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+95 | SEQ: 65323 | POS:209 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+96 | SEQ: 65324 | POS:210 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+97 | SEQ: 65325 | POS:211 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+98 | SEQ: 65326 | POS:212 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T+99 | SEQ: 65327 | POS:213 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+100 | SEQ: 65328 | POS:214 | [R01_COMBO   ] | [shield  |goldSack|goldSack]
    T+101 | SEQ: 65329 | POS:215 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+102 | SEQ: 65330 | POS:216 | [R01_COMBO   ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+103 | SEQ: 65331 | POS:217 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+104 | SEQ: 65332 | POS:218 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+105 | SEQ: 65333 | POS:219 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+106 | SEQ: 65334 | POS:220 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T+107 | SEQ: 65335 | POS:221 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #036 | CurLen: 182 | Prev1: 221 | Prev2: 121 | Result: LATE HIT
    T-23 | SEQ: 65442 | POS:107 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-22 | SEQ: 65443 | POS:108 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-21 | SEQ: 65444 | POS:109 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-20 | SEQ: 65445 | POS:110 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-19 | SEQ: 65446 | POS:111 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T-18 | SEQ: 65447 | POS:112 | [R01_COMBO   ] | [attack  |coin    |coin    ]
    T-17 | SEQ: 65448 | POS:113 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-16 | SEQ: 65449 | POS:114 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T-15 | SEQ: 65450 | POS:115 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T-14 | SEQ: 65451 | POS:116 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-13 | SEQ: 65452 | POS:117 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T-12 | SEQ: 65453 | POS:118 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-11 | SEQ: 65454 | POS:119 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-10 | SEQ: 65455 | POS:120 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T-09 | SEQ: 65456 | POS:121 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T-08 | SEQ: 65457 | POS:122 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T-07 | SEQ: 65458 | POS:123 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-06 | SEQ: 65459 | POS:124 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T-05 | SEQ: 65460 | POS:125 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T-04 | SEQ: 65461 | POS:126 | [R01_COMBO   ] | [steal   |steal   |steal   ]
    T-03 | SEQ: 65462 | POS:127 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 65463 | POS:128 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T-01 | SEQ: 65464 | POS:129 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+00 | SEQ: 65465 | POS:130 | [R01_COMBO   ] | [coin    |steal   |spins   ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 65466 | POS:131 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 65467 | POS:132 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+03 | SEQ: 65468 | POS:133 | [R01_COMBO   ] | [coin    |shield  |shield  ]
    T+04 | SEQ: 65469 | POS:134 | [R01_COMBO   ] | [attack  |coin    |shield  ]
    T+05 | SEQ: 65470 | POS:135 | [R01_COMBO   ] | [attack  |shield  |goldSack]
    T+06 | SEQ: 65471 | POS:136 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+07 | SEQ: 65472 | POS:137 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+08 | SEQ: 65473 | POS:138 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+09 | SEQ: 65474 | POS:139 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+10 | SEQ: 65475 | POS:140 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+11 | SEQ: 65476 | POS:141 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+12 | SEQ: 65477 | POS:142 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+13 | SEQ: 65478 | POS:143 | [R01_COMBO   ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+14 | SEQ: 65479 | POS:144 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+15 | SEQ: 65480 | POS:145 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+16 | SEQ: 65481 | POS:146 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+17 | SEQ: 65482 | POS:147 | [R01_COMBO   ] | [attack  |coin    |shield  ]
    T+18 | SEQ: 65483 | POS:148 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+19 | SEQ: 65484 | POS:149 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+20 | SEQ: 65485 | POS:150 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+21 | SEQ: 65486 | POS:151 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+22 | SEQ: 65487 | POS:152 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T+23 | SEQ: 65488 | POS:153 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+24 | SEQ: 65489 | POS:154 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+25 | SEQ: 65490 | POS:155 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T+26 | SEQ: 65491 | POS:156 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+27 | SEQ: 65492 | POS:157 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+28 | SEQ: 65493 | POS:158 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+29 | SEQ: 65494 | POS:159 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+30 | SEQ: 65495 | POS:160 | [R01_COMBO   ] | [steal   |spins   |goldSack] <--- *SUB-DUP*
    T+31 | SEQ: 65496 | POS:161 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+32 | SEQ: 65497 | POS:162 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+33 | SEQ: 65498 | POS:163 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+34 | SEQ: 65499 | POS:164 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+35 | SEQ: 65500 | POS:165 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+36 | SEQ: 65501 | POS:166 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+37 | SEQ: 65502 | POS:167 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+38 | SEQ: 65503 | POS:168 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+39 | SEQ: 65504 | POS:169 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+40 | SEQ: 65505 | POS:170 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+41 | SEQ: 65506 | POS:171 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+42 | SEQ: 65507 | POS:172 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+43 | SEQ: 65508 | POS:173 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+44 | SEQ: 65509 | POS:174 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+45 | SEQ: 65510 | POS:175 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+46 | SEQ: 65511 | POS:176 | [R01_COMBO   ] | [accumula|accumula|attack  ]
    T+47 | SEQ: 65512 | POS:177 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+48 | SEQ: 65513 | POS:178 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+49 | SEQ: 65514 | POS:179 | [R01_COMBO   ] | [attack  |shield  |goldSack]
    T+50 | SEQ: 65515 | POS:180 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+51 | SEQ: 65516 | POS:181 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+52 | SEQ: 65517 | POS:182 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #037 | CurLen:  79 | Prev1: 182 | Prev2: 221 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 65583 | POS: 66 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-04 | SEQ: 65584 | POS: 67 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-03 | SEQ: 65585 | POS: 68 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-02 | SEQ: 65586 | POS: 69 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-01 | SEQ: 65587 | POS: 70 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 65588 | POS: 71 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 65589 | POS: 72 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+02 | SEQ: 65590 | POS: 73 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+03 | SEQ: 65591 | POS: 74 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+04 | SEQ: 65592 | POS: 75 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+05 | SEQ: 65593 | POS: 76 | [   WAITING  ] | [shield  |shield  |shield  ]
    T+06 | SEQ: 65594 | POS: 77 | [   WAITING  ] | [spins   |spins   |goldSack]
    T+07 | SEQ: 65595 | POS: 78 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+08 | SEQ: 65596 | POS: 79 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #038 | CurLen: 108 | Prev1:  79 | Prev2: 182 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 65696 | POS:100 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-04 | SEQ: 65697 | POS:101 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-03 | SEQ: 65698 | POS:102 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 65699 | POS:103 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-01 | SEQ: 65700 | POS:104 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+00 | SEQ: 65701 | POS:105 | [   WAITING  ] | [attack  |spins   |goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 65702 | POS:106 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 65703 | POS:107 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+03 | SEQ: 65704 | POS:108 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #039 | CurLen: 113 | Prev1: 108 | Prev2:  79 | Result: MISSED (NAT DUP)
    T-26 | SEQ: 65766 | POS: 62 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-25 | SEQ: 65767 | POS: 63 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-24 | SEQ: 65768 | POS: 64 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-23 | SEQ: 65769 | POS: 65 | [V5_STEAL_S  ] | [coin    |coin    |steal   ]
    T-22 | SEQ: 65770 | POS: 66 | [V5_STEAL_S  ] | [coin    |steal   |spins   ]
    T-21 | SEQ: 65771 | POS: 67 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack]
    T-20 | SEQ: 65772 | POS: 68 | [V5_STEAL_S  ] | [shield  |shield  |shield  ]
    T-19 | SEQ: 65773 | POS: 69 | [V5_STEAL_S  ] | [steal   |steal   |goldSack]
    T-18 | SEQ: 65774 | POS: 70 | [V5_STEAL_S  ] | [accumula|accumula|coin    ]
    T-17 | SEQ: 65775 | POS: 71 | [V5_STEAL_S  ] | [attack  |spins   |goldSack]
    T-16 | SEQ: 65776 | POS: 72 | [V5_STEAL_S  ] | [goldSack|goldSack|goldSack]
    T-15 | SEQ: 65777 | POS: 73 | [V5_STEAL_S  ] | [attack  |shield  |goldSack]
    T-14 | SEQ: 65778 | POS: 74 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack]
    T-13 | SEQ: 65779 | POS: 75 | [V5_STEAL_S  ] | [coin    |coin    |coin    ]
    T-12 | SEQ: 65780 | POS: 76 | [V5_STEAL_S  ] | [accumula|accumula|coin    ]
    T-11 | SEQ: 65781 | POS: 77 | [V5_STEAL_S  ] | [coin    |coin    |coin    ]
    T-10 | SEQ: 65782 | POS: 78 | [V5_STEAL_S  ] | [shield  |shield  |shield  ]
    T-09 | SEQ: 65783 | POS: 79 | [V5_STEAL_S  ] | [steal   |steal   |steal   ]
    T-08 | SEQ: 65784 | POS: 80 | [V5_STEAL_S  ] | [attack  |attack  |coin    ]
    T-07 | SEQ: 65785 | POS: 81 | [V5_STEAL_S  ] | [steal   |steal   |goldSack]
    T-06 | SEQ: 65786 | POS: 82 | [V5_STEAL_S  ] | [attack  |attack  |attack  ]
    T-05 | SEQ: 65787 | POS: 83 | [V5_STEAL_S  ] | [coin    |coin    |steal   ]
    T-04 | SEQ: 65788 | POS: 84 | [V5_STEAL_S  ] | [attack  |attack  |coin    ]
    T-03 | SEQ: 65789 | POS: 85 | [V5_STEAL_S  ] | [attack  |spins   |goldSack]
    T-02 | SEQ: 65790 | POS: 86 | [   WAITING  ] | [shield  |goldSack|goldSack]
    T-01 | SEQ: 65791 | POS: 87 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 65792 | POS: 88 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 65793 | POS: 89 | [V5_STEAL_S  ] | [coin    |spins   |spins   ]
    T+02 | SEQ: 65794 | POS: 90 | [V5_STEAL_S  ] | [attack  |attack  |goldSack]
    T+03 | SEQ: 65795 | POS: 91 | [V5_STEAL_S  ] | [goldSack|goldSack|goldSack]
    T+04 | SEQ: 65796 | POS: 92 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+05 | SEQ: 65797 | POS: 93 | [   WAITING  ] | [attack  |coin    |steal   ]
    T+06 | SEQ: 65798 | POS: 94 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+07 | SEQ: 65799 | POS: 95 | [   WAITING  ] | [coin    |coin    |steal   ] <--- *SUB-DUP*
    T+08 | SEQ: 65800 | POS: 96 | [V5_STEAL_S  ] | [accumula|accumula|coin    ]
    T+09 | SEQ: 65801 | POS: 97 | [V5_STEAL_S  ] | [attack  |coin    |coin    ]
    T+10 | SEQ: 65802 | POS: 98 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+11 | SEQ: 65803 | POS: 99 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+12 | SEQ: 65804 | POS:100 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+13 | SEQ: 65805 | POS:101 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+14 | SEQ: 65806 | POS:102 | [   WAITING  ] | [attack  |coin    |shield  ]
    T+15 | SEQ: 65807 | POS:103 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+16 | SEQ: 65808 | POS:104 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+17 | SEQ: 65809 | POS:105 | [   WAITING  ] | [attack  |coin    |shield  ]
    T+18 | SEQ: 65810 | POS:106 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+19 | SEQ: 65811 | POS:107 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+20 | SEQ: 65812 | POS:108 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+21 | SEQ: 65813 | POS:109 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+22 | SEQ: 65814 | POS:110 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T+23 | SEQ: 65815 | POS:111 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+24 | SEQ: 65816 | POS:112 | [R01_COMBO   ] | [attack  |attack  |goldSack] <--- *SUB-DUP*
    T+25 | SEQ: 65817 | POS:113 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #040 | CurLen: 158 | Prev1: 113 | Prev2: 108 | Result: LATE HIT
    T-09 | SEQ: 65927 | POS:110 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-08 | SEQ: 65928 | POS:111 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-07 | SEQ: 65929 | POS:112 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-06 | SEQ: 65930 | POS:113 | [R01_COMBO   ] | [accumula|accumula|goldSack]
    T-05 | SEQ: 65931 | POS:114 | [R01_COMBO   ] | [steal   |steal   |goldSack]
    T-04 | SEQ: 65932 | POS:115 | [R01_COMBO   ] | [accumula|accumula|attack  ]
    T-03 | SEQ: 65933 | POS:116 | [R01_COMBO   ] | [attack  |shield  |goldSack]
    T-02 | SEQ: 65934 | POS:117 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-01 | SEQ: 65935 | POS:118 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+00 | SEQ: 65936 | POS:119 | [R01_COMBO   ] | [coin    |steal   |spins   ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 65937 | POS:120 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 65938 | POS:121 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+03 | SEQ: 65939 | POS:122 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+04 | SEQ: 65940 | POS:123 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+05 | SEQ: 65941 | POS:124 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+06 | SEQ: 65942 | POS:125 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+07 | SEQ: 65943 | POS:126 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+08 | SEQ: 65944 | POS:127 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+09 | SEQ: 65945 | POS:128 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+10 | SEQ: 65946 | POS:129 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+11 | SEQ: 65947 | POS:130 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+12 | SEQ: 65948 | POS:131 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
